tax code,TYPE (invoice/refund),account_id,debit,credit,invoice amount untaxed,invoice amount tax,invoice total,vat declaration,tax_amount
VAT-IN-V83-21-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V83-21-CC,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V83-21-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-21-CC,in_refund,451056,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V83-21-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-12-CC,VAT-IN-V83-12-CC,VAT-IN-V83-12-CC,VAT-IN-V83-12-CC,VAT-IN-V83-12-CC,VAT-IN-V83-12-CC,VAT-IN-V83-12-CC,VAT-IN-V83-12-CC,VAT-IN-V83-12-CC

VAT-IN-V83-12-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V83-12-CC,in_invoice,451056,0.0,120.0,1000.0,0.0,1000.0,['+BETAX56'],120.0
VAT-IN-V83-12-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-12-CC,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V83-12-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-12-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-12-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V83-12-CC,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V83-12-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-12-CC,in_refund,451056,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V83-12-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-06-CC,VAT-IN-V83-06-CC,VAT-IN-V83-06-CC,VAT-IN-V83-06-CC,VAT-IN-V83-06-CC,VAT-IN-V83-06-CC,VAT-IN-V83-06-CC,VAT-IN-V83-06-CC,VAT-IN-V83-06-CC

VAT-IN-V83-06-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V83-06-CC,in_invoice,451056,0.0,60.0,1000.0,0.0,1000.0,['+BETAX56'],60.0
VAT-IN-V83-06-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-06-CC,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V83-06-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-06-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-06-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V83-06-CC,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V83-06-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-06-CC,in_refund,451056,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V83-06-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-00-CC,VAT-IN-V83-00-CC,VAT-IN-V83-00-CC,VAT-IN-V83-00-CC,VAT-IN-V83-00-CC,VAT-IN-V83-00-CC,VAT-IN-V83-00-CC,VAT-IN-V83-00-CC,VAT-IN-V83-00-CC

VAT-IN-V83-00-CC,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX87'],1000.0
VAT-IN-V83-00-CC,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-00-CC,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-00-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-00-CC,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX87'],1000.0
VAT-IN-V83-00-CC,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX85'],1000.0
VAT-IN-V83-00-CC,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC,VAT-IN-V82-CAR-INC

VAT-IN-V82-CAR-INC,in_invoice,440000,0.0,1000.0,913.24,86.76,1000.0,[],0.0
VAT-IN-V82-CAR-INC,in_invoice,411059,86.76,0.0,913.24,86.76,1000.0,['+BETAX59'],86.76
VAT-IN-V82-CAR-INC,in_invoice,600000,913.24,0.0,913.24,86.76,1000.0,['+BETAX82'],913.24

VAT-IN-V82-CAR-INC,in_refund,600000,0.0,0.0,913.24,86.76,1000.0,['+BETAX85'],913.24
VAT-IN-V82-CAR-INC,in_refund,411059,0.0,86.76,913.24,86.76,1000.0,['+BETAX63'],86.76
VAT-IN-V82-CAR-INC,in_refund,600000,0.0,913.24,913.24,86.76,1000.0,['-BETAX82'],913.24
VAT-IN-V82-CAR-INC,in_refund,440000,1000.0,0.0,913.24,86.76,1000.0,[],0.0

VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC,VAT-IN-V82-CAR-EXC

VAT-IN-V82-CAR-EXC,in_invoice,440000,0.0,1210.0,1000.0,210.0,1210.0,[],0.0
VAT-IN-V82-CAR-EXC,in_invoice,640120,105.0,0.0,1000.0,210.0,1210.0,['+BETAX82'],105.0
VAT-IN-V82-CAR-EXC,in_invoice,411059,105.0,0.0,1000.0,210.0,1210.0,['+BETAX59'],105.0
VAT-IN-V82-CAR-EXC,in_invoice,600000,1000.0,0.0,1000.0,210.0,1210.0,['+BETAX82'],1000.0

VAT-IN-V82-CAR-EXC,in_refund,600000,0.0,0.0,1000.0,210.0,1210.0,['-BETAX82'],1000.0
VAT-IN-V82-CAR-EXC,in_refund,640120,0.0,105.0,1000.0,210.0,1210.0,['+BETAX85'],105.0
VAT-IN-V82-CAR-EXC,in_refund,411059,0.0,105.0,1000.0,210.0,1210.0,['+BETAX63'],105.0
VAT-IN-V82-CAR-EXC,in_refund,600000,0.0,1000.0,1000.0,210.0,1210.0,['+BETAX85'],1000.0
VAT-IN-V82-CAR-EXC,in_refund,440000,1210.0,0.0,1000.0,210.0,1210.0,[],0.0

VAT-IN-V81-21-EU,VAT-IN-V81-21-EU,VAT-IN-V81-21-EU,VAT-IN-V81-21-EU,VAT-IN-V81-21-EU,VAT-IN-V81-21-EU,VAT-IN-V81-21-EU,VAT-IN-V81-21-EU,VAT-IN-V81-21-EU

VAT-IN-V81-21-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V81-21-EU,in_invoice,451055,0.0,210.0,1000.0,0.0,1000.0,['+BETAX55'],210.0
VAT-IN-V81-21-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-21-EU,in_invoice,411059,210.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],210.0
VAT-IN-V81-21-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-21-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-21-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V81-21-EU,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V81-21-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V81-21-EU,in_refund,451055,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V81-21-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V81-12-EU,VAT-IN-V81-12-EU,VAT-IN-V81-12-EU,VAT-IN-V81-12-EU,VAT-IN-V81-12-EU,VAT-IN-V81-12-EU,VAT-IN-V81-12-EU,VAT-IN-V81-12-EU,VAT-IN-V81-12-EU

VAT-IN-V81-12-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V81-12-EU,in_invoice,451055,0.0,120.0,1000.0,0.0,1000.0,['+BETAX55'],120.0
VAT-IN-V81-12-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-12-EU,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V81-12-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-12-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-12-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V81-12-EU,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V81-12-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V81-12-EU,in_refund,451055,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V81-12-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V81-06-EU,VAT-IN-V81-06-EU,VAT-IN-V81-06-EU,VAT-IN-V81-06-EU,VAT-IN-V81-06-EU,VAT-IN-V81-06-EU,VAT-IN-V81-06-EU,VAT-IN-V81-06-EU,VAT-IN-V81-06-EU

VAT-IN-V81-06-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V81-06-EU,in_invoice,451055,0.0,60.0,1000.0,0.0,1000.0,['+BETAX55'],60.0
VAT-IN-V81-06-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-06-EU,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V81-06-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-06-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-06-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V81-06-EU,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V81-06-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V81-06-EU,in_refund,451055,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V81-06-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V81-00-EU,VAT-IN-V81-00-EU,VAT-IN-V81-00-EU,VAT-IN-V81-00-EU,VAT-IN-V81-00-EU,VAT-IN-V81-00-EU,VAT-IN-V81-00-EU,VAT-IN-V81-00-EU,VAT-IN-V81-00-EU

VAT-IN-V81-00-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V81-00-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V81-00-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX81'],1000.0

VAT-IN-V81-00-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX81'],1000.0
VAT-IN-V81-00-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V81-00-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V81-00-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S,VAT-IN-V82-21-EU-S

VAT-IN-V82-21-EU-S,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX88'],1000.0
VAT-IN-V82-21-EU-S,in_invoice,451055,0.0,210.0,1000.0,0.0,1000.0,['+BETAX55'],210.0
VAT-IN-V82-21-EU-S,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-21-EU-S,in_invoice,411059,210.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],210.0
VAT-IN-V82-21-EU-S,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-21-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-21-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX88'],1000.0
VAT-IN-V82-21-EU-S,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V82-21-EU-S,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-21-EU-S,in_refund,451055,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V82-21-EU-S,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G,VAT-IN-V82-21-EU-G

VAT-IN-V82-21-EU-G,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V82-21-EU-G,in_invoice,451055,0.0,210.0,1000.0,0.0,1000.0,['+BETAX55'],210.0
VAT-IN-V82-21-EU-G,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-21-EU-G,in_invoice,411059,210.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],210.0
VAT-IN-V82-21-EU-G,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-21-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-21-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V82-21-EU-G,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V82-21-EU-G,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-21-EU-G,in_refund,451055,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V82-21-EU-G,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S,VAT-IN-V82-12-EU-S

VAT-IN-V82-12-EU-S,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX88'],1000.0
VAT-IN-V82-12-EU-S,in_invoice,451055,0.0,120.0,1000.0,0.0,1000.0,['+BETAX55'],120.0
VAT-IN-V82-12-EU-S,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-12-EU-S,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V82-12-EU-S,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-12-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-12-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX88'],1000.0
VAT-IN-V82-12-EU-S,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V82-12-EU-S,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-12-EU-S,in_refund,451055,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V82-12-EU-S,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G,VAT-IN-V82-12-EU-G

VAT-IN-V82-12-EU-G,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V82-12-EU-G,in_invoice,451055,0.0,120.0,1000.0,0.0,1000.0,['+BETAX55'],120.0
VAT-IN-V82-12-EU-G,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-12-EU-G,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V82-12-EU-G,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-12-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-12-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V82-12-EU-G,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V82-12-EU-G,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-12-EU-G,in_refund,451055,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V82-12-EU-G,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S,VAT-IN-V82-06-EU-S

VAT-IN-V82-06-EU-S,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX88'],1000.0
VAT-IN-V82-06-EU-S,in_invoice,451055,0.0,60.0,1000.0,0.0,1000.0,['+BETAX55'],60.0
VAT-IN-V82-06-EU-S,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-06-EU-S,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V82-06-EU-S,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-06-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-06-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX88'],1000.0
VAT-IN-V82-06-EU-S,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V82-06-EU-S,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-06-EU-S,in_refund,451055,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V82-06-EU-S,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G,VAT-IN-V82-06-EU-G

VAT-IN-V82-06-EU-G,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V82-06-EU-G,in_invoice,451055,0.0,60.0,1000.0,0.0,1000.0,['+BETAX55'],60.0
VAT-IN-V82-06-EU-G,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-06-EU-G,in_invoice,411059,60.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],60.0
VAT-IN-V82-06-EU-G,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-06-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-06-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V82-06-EU-G,in_refund,411059,0.0,60.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V82-06-EU-G,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-06-EU-G,in_refund,451055,60.0,0.0,1000.0,0.0,1000.0,[],60.0
VAT-IN-V82-06-EU-G,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S,VAT-IN-V82-00-EU-S

VAT-IN-V82-00-EU-S,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX88'],1000.0
VAT-IN-V82-00-EU-S,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-00-EU-S,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-00-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-00-EU-S,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX88'],1000.0
VAT-IN-V82-00-EU-S,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-00-EU-S,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G,VAT-IN-V82-00-EU-G

VAT-IN-V82-00-EU-G,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V82-00-EU-G,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V82-00-EU-G,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX82'],1000.0

VAT-IN-V82-00-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX82'],1000.0
VAT-IN-V82-00-EU-G,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V82-00-EU-G,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V82-00-EU-G,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-21-EU,VAT-IN-V83-21-EU,VAT-IN-V83-21-EU,VAT-IN-V83-21-EU,VAT-IN-V83-21-EU,VAT-IN-V83-21-EU,VAT-IN-V83-21-EU,VAT-IN-V83-21-EU,VAT-IN-V83-21-EU

VAT-IN-V83-21-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V83-21-EU,in_invoice,451055,0.0,210.0,1000.0,0.0,1000.0,['+BETAX55'],210.0
VAT-IN-V83-21-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-21-EU,in_invoice,411059,210.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],210.0
VAT-IN-V83-21-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-21-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-21-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V83-21-EU,in_refund,411059,0.0,210.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V83-21-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V83-21-EU,in_refund,451055,210.0,0.0,1000.0,0.0,1000.0,[],210.0
VAT-IN-V83-21-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

VAT-IN-V83-12-EU,VAT-IN-V83-12-EU,VAT-IN-V83-12-EU,VAT-IN-V83-12-EU,VAT-IN-V83-12-EU,VAT-IN-V83-12-EU,VAT-IN-V83-12-EU,VAT-IN-V83-12-EU,VAT-IN-V83-12-EU

VAT-IN-V83-12-EU,in_invoice,600000,0.0,0.0,1000.0,0.0,1000.0,['+BETAX86'],1000.0
VAT-IN-V83-12-EU,in_invoice,451055,0.0,120.0,1000.0,0.0,1000.0,['+BETAX55'],120.0
VAT-IN-V83-12-EU,in_invoice,440000,0.0,1000.0,1000.0,0.0,1000.0,[],0.0
VAT-IN-V83-12-EU,in_invoice,411059,120.0,0.0,1000.0,0.0,1000.0,['+BETAX59'],120.0
VAT-IN-V83-12-EU,in_invoice,600000,1000.0,0.0,1000.0,0.0,1000.0,['+BETAX83'],1000.0

VAT-IN-V83-12-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX83'],1000.0
VAT-IN-V83-12-EU,in_refund,600000,0.0,0.0,1000.0,0.0,1000.0,['-BETAX86'],1000.0
VAT-IN-V83-12-EU,in_refund,411059,0.0,120.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V83-12-EU,in_refund,600000,0.0,1000.0,1000.0,0.0,1000.0,['+BETAX84'],1000.0
VAT-IN-V83-12-EU,in_refund,451055,120.0,0.0,1000.0,0.0,1000.0,[],120.0
VAT-IN-V83-12-EU,in_refund,440000,1000.0,0.0,1000.0,0.0,1000.0,[],0.0

